cluster_id,role,title,description,category,impact,urgency,location,language,reporter_role,difficulty,minutes_after_original,overlap_level,is_duplicate
cluster_0024,ORIGINAL,Issue في gate,The gate is damaged في Main Entrance.,GROUNDS_OUTDOOR,LOW,LOW,Main Entrance,mixed,lecturer,MEDIUM,0,,0
cluster_0024,DUPLICATE,The gate مش شغال,محتاجين حد يشوف the gate في Main Entrance.,GROUNDS_OUTDOOR,LOW,LOW,Main Entrance,mixed,lecturer,MEDIUM,318,MEDIUM,1
cluster_0024,DUPLICATE,مشكلة with gate,The gate فيه نفس العطل في Main Entrance.,GROUNDS_OUTDOOR,LOW,LOW,Main Entrance,mixed,lecturer,MEDIUM,655,HIGH,1
cluster_0024,DUPLICATE,مشكلة في the gate,نفس المشكلة موجودة في the gate at Main Entrance.,GROUNDS_OUTDOOR,LOW,LOW,Main Entrance,mixed,lecturer,MEDIUM,2466,HIGH,1
cluster_0024,RELATED,The printer مش بيطبع,The problem is في Main Entrance and it is affecting the area.,SAFETY_HAZARD,LOW,LOW,Main Entrance,mixed,lecturer,HARD,1103,RELATED,0
cluster_0024,HARD_NEGATIVE,مشكلة في the gate,Issue مرتبطة بـ gate في Science Building - Chemistry Lab.,GROUNDS_OUTDOOR,LOW,LOW,Science Building - Chemistry Lab,mixed,lecturer,HARD,489,LOW,0
cluster_0025,ORIGINAL,problem fe air conditioning system,feh moshkela fel air conditioning system fe Dormitory A - Floor 1.,HVAC_AC,HIGH,MEDIUM,Dormitory A - Floor 1,arabizi,admin_staff,HARD,0,,0
cluster_0025,DUPLICATE,mshkela fe air conditioning system fe el makan,feh moshkela fel air conditioning system fe Dormitory A - Floor 1.,HVAC_AC,HIGH,MEDIUM,Dormitory A - Floor 1,arabizi,admin_staff,HARD,416,HIGH,1
cluster_0025,DUPLICATE,problem fe air conditioning system,el air conditioning system mehtag motaba3a.,HVAC_AC,HIGH,MEDIUM,Dormitory A - Floor 1,arabizi,admin_staff,HARD,2662,LOW,1
cluster_0025,RELATED,el sink bysarb maya,feh moshkela fel water pipe fe Dormitory A - Floor 1. The problem started today.,PLUMBING_WATER,HIGH,MEDIUM,Dormitory A - Floor 1,arabizi,admin_staff,HARD,1086,RELATED,0
cluster_0025,HARD_NEGATIVE,el air conditioner feh moshkela,feh issue fe air conditioner fe Engineering Building - Lab 4.,HVAC_AC,HIGH,MEDIUM,Engineering Building - Lab 4,arabizi,admin_staff,HARD,103,LOW,0
cluster_0026,ORIGINAL,مشكلة في smart board,محتاجين حد يشوف smart board في Administration Building - Room 18. The issue started before the lecture.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 18,ar_eg,security_staff,MEDIUM,0,,0
cluster_0026,DUPLICATE,smart board مش شغال,محتاجين حد يشوف smart board في Administration Building - Room 18.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 18,ar_eg,security_staff,MEDIUM,2844,MEDIUM,1
cluster_0026,DUPLICATE,عطل في smart board,نفس مشكلة smart board لسه موجودة في Administration Building - Room 18.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 18,ar_eg,security_staff,MEDIUM,339,HIGH,1
cluster_0026,RELATED,لمبة السقف مش شغالة,wall socket is flickering في Administration Building - Room 18. الموضوع محتاج متابعة.,ELECTRICAL,MEDIUM,HIGH,Administration Building - Room 18,ar_eg,security_staff,HARD,823,RELATED,0
cluster_0026,HARD_NEGATIVE,مشكلة محتاجة متابعة في smart board,في عطل متعلق بـ smart board في المكان.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Dormitory B - Floor 1,ar_eg,security_staff,HARD,1148,LOW,0
cluster_0027,ORIGINAL,el water pipe feh moshkela,momken 7ad yshoof el water pipe fe Dormitory A - Floor 1?,PLUMBING_WATER,LOW,LOW,Dormitory A - Floor 1,arabizi,security_staff,MEDIUM,0,,0
cluster_0027,DUPLICATE,3atel fe water pipe,feh moshkela fel water pipe fe Dormitory A - Floor 1.,PLUMBING_WATER,LOW,LOW,Dormitory A - Floor 1,arabizi,security_staff,MEDIUM,1430,MEDIUM,1
cluster_0027,DUPLICATE,mshkela fel water pipe,el water pipe mehtag check fe el makan.,PLUMBING_WATER,LOW,LOW,Dormitory A - Floor 1,arabizi,security_staff,MEDIUM,1947,LOW,1
cluster_0027,DUPLICATE,mshkela fel water pipe,el moshkela fe water pipe zahret tany fe Dormitory A - Floor 1.,PLUMBING_WATER,LOW,LOW,Dormitory A - Floor 1,arabizi,security_staff,MEDIUM,130,HIGH,1
cluster_0027,RELATED,el light btetla3 w tenzel,feh moshkela fel corridor fe Dormitory A - Floor 1. The issue is mainly cleanliness related.,CLEANING_WASTE,LOW,LOW,Dormitory A - Floor 1,arabizi,security_staff,HARD,171,RELATED,0
cluster_0027,HARD_NEGATIVE,el drain feh moshkela,feh 7aga 8alat fel drain fe Sports Building.,PLUMBING_WATER,LOW,LOW,Sports Building,arabizi,security_staff,HARD,626,LOW,0
cluster_0028,ORIGINAL,مشكلة garden area في المكان,لاحظت إن garden area فيه مشكلة في Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,ar_eg,lab_assistant,HARD,0,,0
cluster_0028,DUPLICATE,garden area مش شغال,في مشكلة في garden area في Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,ar_eg,lab_assistant,HARD,92,MEDIUM,1
cluster_0028,DUPLICATE,مشكلة محتاجة متابعة في garden area,garden area محتاج يتراجع في المكان ده.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,ar_eg,lab_assistant,HARD,1724,LOW,1
cluster_0028,DUPLICATE,مشكلة في garden area محتاجة حل,في مشكلة محتاجة متابعة في garden area في Main Entrance.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Main Entrance,ar_eg,lab_assistant,HARD,931,MEDIUM,1
cluster_0028,RELATED,جزء من السقف مفكوك,لاحظت مشكلة في ceiling في Main Entrance. The damage was noticed today.,BUILDING_STRUCTURE,MEDIUM,MEDIUM,Main Entrance,ar_eg,lab_assistant,HARD,222,RELATED,0
cluster_0028,HARD_NEGATIVE,walkway فيه مشكلة,في حاجة غلط في walkway في Dormitory B - Floor 3.,GROUNDS_OUTDOOR,MEDIUM,MEDIUM,Dormitory B - Floor 3,ar_eg,lab_assistant,HARD,449,LOW,0
cluster_0029,ORIGINAL,problem fe VPN,momken 7ad yshoof el VPN fe Science Building - Physics Lab?,IT_NETWORK_ACCOUNTS,LOW,MEDIUM,Science Building - Physics Lab,arabizi,lab_assistant,HARD,0,,0
cluster_0029,DUPLICATE,mshkela fel VPN,el VPN mehtag motaba3a.,IT_NETWORK_ACCOUNTS,LOW,MEDIUM,Science Building - Physics Lab,arabizi,lab_assistant,HARD,2143,LOW,1
cluster_0029,DUPLICATE,mshkela fe VPN fe el makan,please check el VPN fe Science Building - Physics Lab.,IT_NETWORK_ACCOUNTS,LOW,MEDIUM,Science Building - Physics Lab,arabizi,lab_assistant,HARD,2148,MEDIUM,1
cluster_0029,RELATED,el light btetla3 w tenzel,el moshkela zahret elnharda fe Science Building - Physics Lab.,IT_HARDWARE_PRINTING,LOW,MEDIUM,Science Building - Physics Lab,arabizi,lab_assistant,HARD,1247,RELATED,0
cluster_0029,HARD_NEGATIVE,el campus network feh moshkela,el campus network mehtag check fe el makan.,IT_NETWORK_ACCOUNTS,LOW,MEDIUM,Computer Science Building - Lab 1,arabizi,lab_assistant,HARD,124,LOW,0
cluster_0030,ORIGINAL,Issue في air conditioner,في مشكلة في the air conditioner at Administration Building - Room 12.,HVAC_AC,HIGH,LOW,Administration Building - Room 12,mixed,lab_assistant,MEDIUM,0,,0
cluster_0030,DUPLICATE,The air conditioner مش شغال,محتاجين حد يشوف the air conditioner في Administration Building - Room 12.,HVAC_AC,HIGH,LOW,Administration Building - Room 12,mixed,lab_assistant,MEDIUM,309,HIGH,1
cluster_0030,DUPLICATE,The air conditioner مش شغال,محتاجين حد يشوف the air conditioner في Administration Building - Room 12.,HVAC_AC,HIGH,LOW,Administration Building - Room 12,mixed,lab_assistant,MEDIUM,2397,MEDIUM,1
cluster_0030,DUPLICATE,The air conditioner has an issue,في مشكلة with the air conditioner at Administration Building - Room 12.,HVAC_AC,HIGH,LOW,Administration Building - Room 12,mixed,lab_assistant,MEDIUM,1959,MEDIUM,1
cluster_0030,RELATED,The AC مش بيبرد,The room needs maintenance في Administration Building - Room 12. The exact cause is not clear.,OTHER,HIGH,LOW,Administration Building - Room 12,mixed,lab_assistant,HARD,809,RELATED,0
cluster_0030,HARD_NEGATIVE,مشكلة في the thermostat,Issue مرتبطة بـ thermostat في Student Affairs Office.,HVAC_AC,HIGH,LOW,Student Affairs Office,mixed,lab_assistant,HARD,284,LOW,0
cluster_0031,ORIGINAL,The mouse has an issue,The problem is with mouse في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,admin_staff,MEDIUM,0,,0
cluster_0031,DUPLICATE,مشكلة في the mouse,في حاجة غلط في the mouse at Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,admin_staff,MEDIUM,1711,LOW,1
cluster_0031,DUPLICATE,The mouse has an issue,The mouse فيه نفس العطل في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,admin_staff,MEDIUM,2843,HIGH,1
cluster_0031,RELATED,The printer مش بيطبع,محتاجين حد يشوف the display system في Library - Second Floor.,AV_CLASSROOM_EQUIPMENT,MEDIUM,MEDIUM,Library - Second Floor,mixed,admin_staff,HARD,808,RELATED,0
cluster_0031,HARD_NEGATIVE,مشكلة with USB port,Something is wrong with the USB port في Administration Building - Room 12.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Administration Building - Room 12,mixed,admin_staff,HARD,180,LOW,0
cluster_0032,ORIGINAL,monitor فيه مشكلة,محتاجين حد يشوف monitor في Engineering Building - Lab 2. Several students are waiting to use it.,IT_HARDWARE_PRINTING,LOW,HIGH,Engineering Building - Lab 2,ar_eg,dorm_resident,MEDIUM,0,,0
cluster_0032,DUPLICATE,مشكلة محتاجة متابعة في monitor,محتاجين حد يشوف monitor في Engineering Building - Lab 2.,IT_HARDWARE_PRINTING,LOW,HIGH,Engineering Building - Lab 2,ar_eg,dorm_resident,MEDIUM,1681,MEDIUM,1
cluster_0032,DUPLICATE,مشكلة في monitor محتاجة حل,monitor لسه فيه نفس العطل في Engineering Building - Lab 2.,IT_HARDWARE_PRINTING,LOW,HIGH,Engineering Building - Lab 2,ar_eg,dorm_resident,MEDIUM,567,HIGH,1
cluster_0032,DUPLICATE,عطل في monitor,في مشكلة في monitor في Engineering Building - Lab 2. Several students are waiting to use it.,IT_HARDWARE_PRINTING,LOW,HIGH,Engineering Building - Lab 2,ar_eg,dorm_resident,MEDIUM,1436,HIGH,1
cluster_0032,RELATED,مش عارف أدخل على شبكة الجامعة,محتاجين حد يشوف campus network في Engineering Building - Lab 2. The connection works in another building but not here.,IT_NETWORK_ACCOUNTS,LOW,HIGH,Engineering Building - Lab 2,ar_eg,dorm_resident,HARD,1106,RELATED,0
cluster_0032,HARD_NEGATIVE,عطل في scanner,في عطل متعلق بـ scanner في المكان.,IT_HARDWARE_PRINTING,LOW,HIGH,Engineering Building - Lab 4,ar_eg,dorm_resident,HARD,401,LOW,0
cluster_0033,ORIGINAL,Room has an unusual issue,The room has an unusual issue at Library - First Floor. The exact cause is not clear.,OTHER,MEDIUM,HIGH,Library - First Floor,en,security_staff,HARD,0,,0
cluster_0033,DUPLICATE,Room problem reported,The same room problem was noticed in Library - First Floor.,OTHER,MEDIUM,HIGH,Library - First Floor,en,security_staff,HARD,2320,HIGH,1
cluster_0033,DUPLICATE,Room issue,There is a reported issue with this room.,OTHER,MEDIUM,HIGH,Library - First Floor,en,security_staff,HARD,61,LOW,1
cluster_0033,RELATED,Facility issue needs inspection,"The facility has an unusual issue in Library - First Floor, and it is affecting the area. This is needed for the current session.",OTHER,MEDIUM,HIGH,Library - First Floor,en,security_staff,HARD,643,RELATED,0
cluster_0033,HARD_NEGATIVE,Facility issue,I noticed a problem involving the facility at Outdoor Courtyard.,OTHER,MEDIUM,HIGH,Outdoor Courtyard,en,security_staff,HARD,896,LOW,0
cluster_0034,ORIGINAL,Thermostat keeps turning off,I noticed that the thermostat keeps turning off in Computer Science Building - Lab 1. The room is currently occupied.,HVAC_AC,LOW,LOW,Computer Science Building - Lab 1,en,dorm_resident,MEDIUM,0,,0
cluster_0034,DUPLICATE,Thermostat problem reported,There is an issue with the thermostat at Computer Science Building - Lab 1.,HVAC_AC,LOW,LOW,Computer Science Building - Lab 1,en,dorm_resident,MEDIUM,1115,MEDIUM,1
cluster_0034,DUPLICATE,Issue affecting the thermostat,The same thermostat problem was noticed in Computer Science Building - Lab 1.,HVAC_AC,LOW,LOW,Computer Science Building - Lab 1,en,dorm_resident,MEDIUM,283,HIGH,1
cluster_0034,DUPLICATE,Thermostat needs attention,There is a reported issue with this thermostat.,HVAC_AC,LOW,LOW,Computer Science Building - Lab 1,en,dorm_resident,MEDIUM,461,LOW,1
cluster_0034,RELATED,Unusual maintenance problem,"The equipment area requires inspection in Computer Science Building - Lab 1, and it is affecting the area.",OTHER,LOW,LOW,Computer Science Building - Lab 1,en,dorm_resident,HARD,282,RELATED,0
cluster_0034,HARD_NEGATIVE,Issue affecting the thermostat,Something seems wrong with the thermostat in Administration Building - Room 12.,HVAC_AC,LOW,LOW,Administration Building - Room 12,en,dorm_resident,HARD,806,LOW,0
cluster_0035,ORIGINAL,moshkela fel ceiling panel,momken 7ad yshoof el ceiling panel fe Engineering Building - Lab 4?,BUILDING_STRUCTURE,MEDIUM,HIGH,Engineering Building - Lab 4,arabizi,dorm_resident,HARD,0,,0
cluster_0035,DUPLICATE,el ceiling panel mehtag check,feh 3atel fe ceiling panel fe Engineering Building - Lab 4.,BUILDING_STRUCTURE,MEDIUM,HIGH,Engineering Building - Lab 4,arabizi,dorm_resident,HARD,1897,MEDIUM,1
cluster_0035,DUPLICATE,mshkela fe ceiling panel fe el makan,feh 7aga 8alat fel ceiling panel fe Engineering Building - Lab 4.,BUILDING_STRUCTURE,MEDIUM,HIGH,Engineering Building - Lab 4,arabizi,dorm_resident,HARD,2755,LOW,1
cluster_0035,DUPLICATE,mshkela fel ceiling panel,el ceiling panel fe Engineering Building - Lab 4 feh moshkela.,BUILDING_STRUCTURE,MEDIUM,HIGH,Engineering Building - Lab 4,arabizi,dorm_resident,HARD,1061,MEDIUM,1
cluster_0035,RELATED,el AC msh bybared,momken 7ad yshoof el smoke fe Engineering Building - Lab 4? el mawdoo3 mo2asser دلوقتي.,SAFETY_HAZARD,MEDIUM,HIGH,Engineering Building - Lab 4,arabizi,dorm_resident,HARD,1102,RELATED,0
cluster_0035,HARD_NEGATIVE,el ceiling feh moshkela,feh issue fe ceiling fe Dormitory A - Floor 1.,BUILDING_STRUCTURE,MEDIUM,HIGH,Dormitory A - Floor 1,arabizi,dorm_resident,HARD,343,LOW,0
cluster_0036,ORIGINAL,The toilet has an issue,The toilet is dripping في Dormitory A - Floor 2.,PLUMBING_WATER,HIGH,MEDIUM,Dormitory A - Floor 2,mixed,dorm_resident,HARD,0,,0
cluster_0036,DUPLICATE,Issue في toilet,The toilet مش شغال normally في Dormitory A - Floor 2.,PLUMBING_WATER,HIGH,MEDIUM,Dormitory A - Floor 2,mixed,dorm_resident,HARD,2368,HIGH,1
cluster_0036,DUPLICATE,مشكلة with toilet,The toilet مش شغال normally في Dormitory A - Floor 2.,PLUMBING_WATER,HIGH,MEDIUM,Dormitory A - Floor 2,mixed,dorm_resident,HARD,1800,HIGH,1
cluster_0036,RELATED,The printer مش بيطبع,The ceiling is cracked في Dormitory A - Floor 2. The damage was noticed today. أكتر من شخص affected.,BUILDING_STRUCTURE,HIGH,MEDIUM,Dormitory A - Floor 2,mixed,dorm_resident,HARD,1286,RELATED,0
cluster_0036,HARD_NEGATIVE,Issue في water pipe,في حاجة غلط في the water pipe at Parking Area.,PLUMBING_WATER,HIGH,MEDIUM,Parking Area,mixed,dorm_resident,HARD,1127,LOW,0
cluster_0037,ORIGINAL,Problem with broken railing,Please check the broken railing in Library - Second Floor. It needs attention.,SAFETY_HAZARD,HIGH,LOW,Library - Second Floor,en,dorm_resident,MEDIUM,0,,0
cluster_0037,DUPLICATE,Problem with broken railing,Problem reported with the broken railing in Library - Second Floor.,SAFETY_HAZARD,HIGH,LOW,Library - Second Floor,en,dorm_resident,MEDIUM,199,MEDIUM,1
cluster_0037,DUPLICATE,Broken railing problem reported,There is an issue with the broken railing at Library - Second Floor.,SAFETY_HAZARD,HIGH,LOW,Library - Second Floor,en,dorm_resident,MEDIUM,995,MEDIUM,1
cluster_0037,RELATED,Ceiling panel is loose,Please check the ceiling at Library - Second Floor. It does not close properly. The problem has gradually become more noticeable. Several people are affected.,BUILDING_STRUCTURE,HIGH,LOW,Library - Second Floor,en,dorm_resident,HARD,519,RELATED,0
cluster_0037,HARD_NEGATIVE,Exposed wire is creates a safety concern,I noticed a problem involving the exposed wire at Computer Science Building - Lab 3.,SAFETY_HAZARD,HIGH,LOW,Computer Science Building - Lab 3,en,dorm_resident,HARD,1241,LOW,0
cluster_0038,ORIGINAL,moshkela fel door handle,feh 3atel fe door handle fe Computer Science Building - Room 203.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Computer Science Building - Room 203,arabizi,student,HARD,0,,0
cluster_0038,DUPLICATE,3atel fe door handle,feh moshkela fel door handle fe Computer Science Building - Room 203.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Computer Science Building - Room 203,arabizi,student,HARD,1911,HIGH,1
cluster_0038,DUPLICATE,mshkela fe door handle fe el makan,el door handle lesa feh nafs el 3atel fe Computer Science Building - Room 203.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Computer Science Building - Room 203,arabizi,student,HARD,488,HIGH,1
cluster_0038,DUPLICATE,mshkela fel door handle,nafs moshkelt el door handle lesa mawgooda fe Computer Science Building - Room 203.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Computer Science Building - Room 203,arabizi,student,HARD,1443,HIGH,1
cluster_0038,RELATED,el AC msh bybared,el service area is not functioning normally fe Computer Science Building - Room 203.,OTHER,MEDIUM,MEDIUM,Computer Science Building - Room 203,arabizi,student,HARD,151,RELATED,0
cluster_0038,HARD_NEGATIVE,problem fe shelf,el shelf mehtag motaba3a.,FURNITURE_FIXTURES,MEDIUM,MEDIUM,Engineering Building - Lab 2,arabizi,student,HARD,62,LOW,0
cluster_0039,ORIGINAL,3atel fe air conditioner,momken 7ad yshoof el air conditioner fe Outdoor Courtyard?,HVAC_AC,LOW,LOW,Outdoor Courtyard,arabizi,admin_staff,MEDIUM,0,,0
cluster_0039,DUPLICATE,mshkela fe el air conditioner,momken 7ad yshoof el air conditioner fe Outdoor Courtyard?,HVAC_AC,LOW,LOW,Outdoor Courtyard,arabizi,admin_staff,MEDIUM,2789,HIGH,1
cluster_0039,DUPLICATE,el air conditioner feh moshkela,momken 7ad yshoof el air conditioner fe Outdoor Courtyard?,HVAC_AC,LOW,LOW,Outdoor Courtyard,arabizi,admin_staff,MEDIUM,645,HIGH,1
cluster_0039,RELATED,el sink bysarb maya,feh moshkela fel wall socket fe Outdoor Courtyard. The issue appeared this morning.,ELECTRICAL,LOW,LOW,Outdoor Courtyard,arabizi,admin_staff,HARD,345,RELATED,0
cluster_0039,HARD_NEGATIVE,mshkela fe air conditioning system fe el makan,mshkela related lel air conditioning system fe Computer Science Building - Room 203.,HVAC_AC,LOW,LOW,Computer Science Building - Room 203,arabizi,admin_staff,HARD,1159,LOW,0
cluster_0040,ORIGINAL,Issue with power supply in the area,I noticed that the power supply is flickering in Main Lecture Hall. The problem is limited to one room.,ELECTRICAL,HIGH,HIGH,Main Lecture Hall,en,dorm_resident,HARD,0,,0
cluster_0040,DUPLICATE,Problem with power supply,Problem reported with the power supply in Main Lecture Hall.,ELECTRICAL,HIGH,HIGH,Main Lecture Hall,en,dorm_resident,HARD,1148,MEDIUM,1
cluster_0040,DUPLICATE,Power supply problem reported,Problem reported with the power supply in Main Lecture Hall.,ELECTRICAL,HIGH,HIGH,Main Lecture Hall,en,dorm_resident,HARD,581,MEDIUM,1
cluster_0040,RELATED,Window does not close,"The window does not close properly in Main Lecture Hall, and it is affecting the area.",BUILDING_STRUCTURE,HIGH,HIGH,Main Lecture Hall,en,dorm_resident,HARD,779,RELATED,0
cluster_0040,HARD_NEGATIVE,Electrical switch needs attention,Something seems wrong with the electrical switch in Student Affairs Office.,ELECTRICAL,HIGH,HIGH,Student Affairs Office,en,dorm_resident,HARD,577,LOW,0
cluster_0041,ORIGINAL,Issue في USB port,محتاجين حد يشوف the USB port في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,security_staff,MEDIUM,0,,0
cluster_0041,DUPLICATE,Issue في USB port,The USB port محتاج check في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,security_staff,MEDIUM,2776,LOW,1
cluster_0041,DUPLICATE,Issue في USB port,محتاجين حد يشوف the USB port في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,security_staff,MEDIUM,1620,MEDIUM,1
cluster_0041,DUPLICATE,The USB port has an issue,Something is wrong with the USB port في Library - Second Floor.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - Second Floor,mixed,security_staff,MEDIUM,2853,LOW,1
cluster_0041,RELATED,The AC مش بيبرد,I noticed إن service area has an unusual issue in Library - Second Floor.,OTHER,MEDIUM,MEDIUM,Library - Second Floor,mixed,security_staff,HARD,505,RELATED,0
cluster_0041,HARD_NEGATIVE,مشكلة في the scanner,في مشكلة related to the scanner.,IT_HARDWARE_PRINTING,MEDIUM,MEDIUM,Library - First Floor,mixed,security_staff,HARD,1378,LOW,0
cluster_0042,ORIGINAL,Issue في bathroom,The problem is with bathroom في Library - First Floor.,CLEANING_WASTE,MEDIUM,HIGH,Library - First Floor,mixed,lab_assistant,MEDIUM,0,,0
cluster_0042,DUPLICATE,The bathroom مش شغال,The bathroom مش شغال normally في Library - First Floor.,CLEANING_WASTE,MEDIUM,HIGH,Library - First Floor,mixed,lab_assistant,MEDIUM,1126,HIGH,1
cluster_0042,DUPLICATE,مشكلة with bathroom,The bathroom فيه نفس العطل في Library - First Floor.,CLEANING_WASTE,MEDIUM,HIGH,Library - First Floor,mixed,lab_assistant,MEDIUM,1812,HIGH,1
cluster_0042,DUPLICATE,مشكلة with bathroom,في مشكلة في the bathroom في Library - First Floor.,CLEANING_WASTE,MEDIUM,HIGH,Library - First Floor,mixed,lab_assistant,MEDIUM,2397,HIGH,1
cluster_0042,RELATED,The printer مش بيطبع,I noticed إن facility has an unusual issue in Library - First Floor.,OTHER,MEDIUM,HIGH,Library - First Floor,mixed,lab_assistant,HARD,376,RELATED,0
cluster_0042,HARD_NEGATIVE,Problem with waste bin,Issue مرتبطة بـ waste bin في Dormitory A - Floor 1.,CLEANING_WASTE,MEDIUM,HIGH,Dormitory A - Floor 1,mixed,lab_assistant,HARD,1376,LOW,0
cluster_0043,ORIGINAL,problem fe bathroom,feh 3atel fe bathroom fe Dormitory A - Floor 2.,CLEANING_WASTE,LOW,LOW,Dormitory A - Floor 2,arabizi,lecturer,MEDIUM,0,,0
cluster_0043,DUPLICATE,problem fe bathroom,feh moshkela fel bathroom fe Dormitory A - Floor 2.,CLEANING_WASTE,LOW,LOW,Dormitory A - Floor 2,arabizi,lecturer,MEDIUM,1664,MEDIUM,1
cluster_0043,DUPLICATE,mshkela fe el bathroom,momken 7ad yshoof el bathroom fe Dormitory A - Floor 2?,CLEANING_WASTE,LOW,LOW,Dormitory A - Floor 2,arabizi,lecturer,MEDIUM,1358,HIGH,1
cluster_0043,DUPLICATE,el bathroom mehtag check,momken 7ad yshoof el bathroom fe Dormitory A - Floor 2?,CLEANING_WASTE,LOW,LOW,Dormitory A - Floor 2,arabizi,lecturer,MEDIUM,1307,HIGH,1
cluster_0043,RELATED,el sink bysarb maya,feh moshkela fel faucet fe Dormitory A - Floor 2. Water is collecting on the floor.,PLUMBING_WATER,LOW,LOW,Dormitory A - Floor 2,arabizi,lecturer,HARD,610,RELATED,0
cluster_0043,HARD_NEGATIVE,problem fe common area,el common area mehtag motaba3a.,CLEANING_WASTE,LOW,LOW,Engineering Building - Lab 4,arabizi,lecturer,HARD,1037,LOW,0
cluster_0044,ORIGINAL,problem fe broken railing,el moshkela fe broken railing zahret fe Dormitory B - Floor 3.,SAFETY_HAZARD,HIGH,HIGH,Dormitory B - Floor 3,arabizi,dorm_resident,HARD,0,,0
cluster_0044,DUPLICATE,mshkela fel broken railing,feh issue fe broken railing fe Dormitory B - Floor 3.,SAFETY_HAZARD,HIGH,HIGH,Dormitory B - Floor 3,arabizi,dorm_resident,HARD,62,LOW,1
cluster_0044,DUPLICATE,el broken railing mehtag check,el broken railing mehtag check fe el makan.,SAFETY_HAZARD,HIGH,HIGH,Dormitory B - Floor 3,arabizi,dorm_resident,HARD,2326,LOW,1
cluster_0044,RELATED,el door msh by2fel,momken 7ad yshoof el wall socket fe Dormitory B - Floor 3?,ELECTRICAL,HIGH,HIGH,Dormitory B - Floor 3,arabizi,dorm_resident,HARD,386,RELATED,0
cluster_0044,HARD_NEGATIVE,3atel fe obstruction,el obstruction mehtag check fe el makan.,SAFETY_HAZARD,HIGH,HIGH,Lecture Hall C,arabizi,dorm_resident,HARD,695,LOW,0
cluster_0045,ORIGINAL,مشكلة في projector,في مشكلة في the projector at Administration Building - Room 12.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 12,mixed,lecturer,HARD,0,,0
cluster_0045,DUPLICATE,في مشكلة في projector,في حاجة غلط في the projector at Administration Building - Room 12.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 12,mixed,lecturer,HARD,1901,LOW,1
cluster_0045,DUPLICATE,Problem with projector,The projector مش شغال في Administration Building - Room 12.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Administration Building - Room 12,mixed,lecturer,HARD,2677,MEDIUM,1
cluster_0045,RELATED,The Wi-Fi بيفصل كل شوية,The problem is في Administration Building - Room 12 and it is affecting the area.,IT_HARDWARE_PRINTING,MEDIUM,HIGH,Administration Building - Room 12,mixed,lecturer,HARD,115,RELATED,0
cluster_0045,HARD_NEGATIVE,مشكلة with display system,The display system محتاج check في Engineering Building - Lab 2.,AV_CLASSROOM_EQUIPMENT,MEDIUM,HIGH,Engineering Building - Lab 2,mixed,lecturer,HARD,691,LOW,0
cluster_0046,ORIGINAL,el AC unit feh moshkela,el AC unit is blowing warm air fe Main Entrance.,HVAC_AC,MEDIUM,HIGH,Main Entrance,arabizi,lecturer,MEDIUM,0,,0
cluster_0046,DUPLICATE,mshkela fe el AC unit,el AC unit fe Main Entrance feh moshkela.,HVAC_AC,MEDIUM,HIGH,Main Entrance,arabizi,lecturer,MEDIUM,1708,MEDIUM,1
cluster_0046,DUPLICATE,mshkela fe el AC unit,el AC unit lesa feh nafs el 3atel fe Main Entrance.,HVAC_AC,MEDIUM,HIGH,Main Entrance,arabizi,lecturer,MEDIUM,2559,HIGH,1
cluster_0046,RELATED,feh moshkela fel room,el moshkela zahret elnharda fe Main Entrance.,OTHER,MEDIUM,HIGH,Main Entrance,arabizi,lecturer,HARD,1028,RELATED,0
