ticket_id	created_at	prediction_timestamp	category	impact	urgency	priority	assigned_team	ticket_age_minutes	sla_consumed_pct	sla_time_remaining_minutes	created_hour	created_day_of_week	is_weekend	queue_depth	team_workload	prev_resolution_time_minutes	sla_breach
SLA-000541	7/11/2026 19:04	7/11/2026 22:49	AV_CLASSROOM_EQUIPMENT	HIGH	MEDIUM	HIGH	AV Support	225	46.88	255	19	5	1	12	1	356	0
SLA-000542	8/28/2026 1:24	8/28/2026 6:38	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	314	65.42	166	1	4	0	10	5	184	0
SLA-000543	3/18/2026 2:33	3/18/2026 3:28	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	55	11.46	425	2	2	0	15	12	375	0
SLA-000544	4/12/2026 6:55	4/12/2026 15:11	IT_HARDWARE_PRINTING	LOW	LOW	LOW	IT Support	496	17.22	2384	6	6	1	1	15	1346	0
SLA-000545	6/9/2026 19:30	6/9/2026 22:48	IT_HARDWARE_PRINTING	MEDIUM	HIGH	HIGH	IT Support	198	41.25	282	19	1	0	14	8	458	1
SLA-000546	6/10/2026 18:41	6/10/2026 22:53	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	252	17.5	1188	18	2	0	24	6	298	0
SLA-000547	5/23/2026 18:14	5/23/2026 21:37	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	203	42.29	277	18	5	1	14	2	523	1
SLA-000548	5/9/2026 13:55	5/9/2026 19:53	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	358	12.43	2522	13	5	1	20	2	2372	0
SLA-000549	6/8/2026 1:51	6/8/2026 3:00	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	69	4.79	1371	1	0	0	28	3	1271	0
SLA-000550	2/15/2026 16:44	2/16/2026 3:20	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	636	44.17	804	16	6	1	30	9	965	1
SLA-000551	4/16/2026 19:15	4/16/2026 21:10	ELEVATOR	HIGH	LOW	MEDIUM	Facilities	115	7.99	1325	19	3	0	17	0	970	0
SLA-000552	8/9/2026 9:59	8/9/2026 12:33	IT_NETWORK_ACCOUNTS	HIGH	MEDIUM	HIGH	IT Support	154	32.08	326	9	6	1	24	5	105	0
SLA-000553	8/4/2026 4:33	8/4/2026 9:25	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	292	60.83	188	4	1	0	25	13	264	1
SLA-000554	7/10/2026 13:29	7/10/2026 17:39	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	250	52.08	230	13	4	0	16	2	266	0
SLA-000555	6/26/2026 22:42	6/27/2026 0:05	GROUNDS_OUTDOOR	MEDIUM	MEDIUM	MEDIUM	Grounds Team	83	5.76	1357	22	4	0	13	10	1175	1
SLA-000556	7/19/2026 2:15	7/19/2026 7:03	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	288	60	192	2	6	1	10	3	470	1
SLA-000557	5/14/2026 20:45	5/14/2026 23:29	AV_CLASSROOM_EQUIPMENT	HIGH	LOW	MEDIUM	AV Support	164	11.39	1276	20	3	0	20	11	1246	1
SLA-000558	1/31/2026 8:39	1/31/2026 20:16	OTHER	HIGH	LOW	MEDIUM	General Maintenance	697	48.4	743	8	5	1	11	0	1105	0
SLA-000559	8/22/2026 9:21	8/22/2026 10:22	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	61	12.71	419	9	5	1	2	12	443	1
SLA-000560	2/12/2026 12:01	2/12/2026 16:34	BUILDING_STRUCTURE	HIGH	LOW	MEDIUM	Facilities	273	18.96	1167	12	3	0	19	12	1130	0
SLA-000561	4/26/2026 5:17	4/26/2026 10:29	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	312	21.67	1128	5	6	1	0	4	681	0
SLA-000562	7/23/2026 22:56	7/24/2026 0:51	ELECTRICAL	MEDIUM	HIGH	HIGH	Facilities	115	23.96	365	22	3	0	19	12	396	1
SLA-000563	8/19/2026 22:11	8/20/2026 3:39	BUILDING_STRUCTURE	HIGH	HIGH	CRITICAL	Facilities	328	68.33	152	22	2	0	26	11	333	1
SLA-000564	3/3/2026 7:08	3/3/2026 12:00	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	292	10.14	2588	7	1	0	28	1	1289	0
SLA-000565	3/10/2026 20:22	3/10/2026 21:22	OTHER	MEDIUM	LOW	LOW	General Maintenance	60	2.08	2820	20	1	0	6	3	1786	0
SLA-000566	3/8/2026 23:33	3/9/2026 6:05	IT_NETWORK_ACCOUNTS	HIGH	MEDIUM	HIGH	IT Support	392	81.67	88	23	6	1	29	13	169	1
SLA-000567	5/10/2026 23:05	5/11/2026 2:47	AV_CLASSROOM_EQUIPMENT	HIGH	LOW	MEDIUM	AV Support	222	15.42	1218	23	6	1	14	13	632	0
SLA-000568	3/7/2026 23:47	3/8/2026 7:37	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	470	32.64	970	23	5	1	4	14	566	0
SLA-000569	8/24/2026 17:56	8/24/2026 18:26	FURNITURE_FIXTURES	MEDIUM	LOW	LOW	Facilities	30	1.04	2850	17	0	0	11	15	1452	0
SLA-000570	5/17/2026 8:20	5/17/2026 15:18	BUILDING_STRUCTURE	MEDIUM	HIGH	HIGH	Facilities	418	87.08	62	8	6	1	26	1	355	1
SLA-000571	7/7/2026 23:37	7/8/2026 0:54	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	77	16.04	403	23	1	0	27	14	568	1
SLA-000572	2/19/2026 9:07	2/19/2026 13:10	ELEVATOR	MEDIUM	HIGH	HIGH	Facilities	243	50.62	237	9	3	0	23	2	561	1
SLA-000573	1/14/2026 0:04	1/14/2026 4:54	FURNITURE_FIXTURES	LOW	MEDIUM	LOW	Facilities	290	10.07	2590	0	2	0	24	14	1174	1
SLA-000574	3/3/2026 10:34	3/3/2026 14:27	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	233	8.09	2647	10	1	0	18	14	2880	1
SLA-000575	1/26/2026 3:44	1/26/2026 9:22	OTHER	MEDIUM	LOW	LOW	General Maintenance	338	11.74	2542	3	0	0	21	5	1805	0
SLA-000576	8/14/2026 23:11	8/15/2026 4:19	PLUMBING_WATER	HIGH	HIGH	CRITICAL	Facilities	308	64.17	172	23	4	0	6	4	144	0
SLA-000577	1/13/2026 22:31	1/14/2026 8:48	FURNITURE_FIXTURES	MEDIUM	LOW	LOW	Facilities	617	21.42	2263	22	1	0	5	10	3306	1
SLA-000578	7/18/2026 11:36	7/18/2026 12:22	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	46	9.58	434	11	5	1	7	8	192	0
SLA-000579	3/21/2026 2:12	3/21/2026 3:09	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	57	3.96	1383	2	5	1	29	10	917	1
SLA-000580	8/20/2026 21:43	8/21/2026 4:04	OTHER	LOW	LOW	LOW	General Maintenance	381	13.23	2499	21	3	0	21	12	2699	1
SLA-000581	4/19/2026 19:30	4/20/2026 2:51	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	441	30.63	999	19	6	1	20	14	816	1
SLA-000582	4/3/2026 11:12	4/3/2026 12:51	AV_CLASSROOM_EQUIPMENT	HIGH	MEDIUM	HIGH	AV Support	99	20.62	381	11	4	0	26	10	100	1
SLA-000583	6/26/2026 17:28	6/26/2026 22:42	PLUMBING_WATER	LOW	HIGH	MEDIUM	Facilities	314	21.81	1126	17	4	0	4	12	1029	0
SLA-000584	6/8/2026 13:14	6/8/2026 20:15	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	421	87.71	59	13	0	0	2	4	234	0
SLA-000585	2/27/2026 3:37	2/27/2026 10:41	IT_HARDWARE_PRINTING	HIGH	MEDIUM	HIGH	IT Support	424	88.33	56	3	4	0	20	8	456	1
SLA-000586	3/7/2026 0:37	3/7/2026 7:10	IT_HARDWARE_PRINTING	HIGH	MEDIUM	HIGH	IT Support	393	81.88	87	0	5	1	3	0	395	1
SLA-000587	2/3/2026 15:03	2/3/2026 18:30	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	207	43.12	273	15	1	0	17	8	336	0
SLA-000588	1/25/2026 16:07	1/25/2026 23:14	AV_CLASSROOM_EQUIPMENT	HIGH	HIGH	CRITICAL	AV Support	427	88.96	53	16	6	1	1	4	239	0
SLA-000589	1/2/2026 12:55	1/3/2026 0:30	AV_CLASSROOM_EQUIPMENT	MEDIUM	MEDIUM	MEDIUM	AV Support	695	48.26	745	12	4	0	11	13	1375	1
SLA-000590	6/28/2026 23:18	6/29/2026 2:30	AV_CLASSROOM_EQUIPMENT	LOW	LOW	LOW	AV Support	192	6.67	2688	23	6	1	24	8	2451	1
SLA-000591	6/28/2026 16:47	6/28/2026 17:20	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	33	6.88	447	16	6	1	13	1	254	0
SLA-000592	5/9/2026 19:57	5/10/2026 0:15	AV_CLASSROOM_EQUIPMENT	HIGH	HIGH	CRITICAL	AV Support	258	53.75	222	19	5	1	2	2	437	0
SLA-000593	4/3/2026 13:39	4/3/2026 15:08	ELECTRICAL	HIGH	HIGH	CRITICAL	Facilities	89	18.54	391	13	4	0	30	2	146	1
SLA-000594	6/9/2026 0:26	6/9/2026 12:00	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	694	48.19	746	0	1	0	12	9	1511	1
SLA-000595	7/25/2026 5:51	7/25/2026 8:35	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	164	34.17	316	5	5	1	5	14	154	1
SLA-000596	4/19/2026 6:00	4/19/2026 11:55	AV_CLASSROOM_EQUIPMENT	HIGH	HIGH	CRITICAL	AV Support	355	73.96	125	6	6	1	21	4	161	1
SLA-000597	1/19/2026 1:04	1/19/2026 8:05	GROUNDS_OUTDOOR	MEDIUM	HIGH	HIGH	Grounds Team	421	87.71	59	1	0	0	0	8	531	1
SLA-000598	5/13/2026 10:26	5/13/2026 18:00	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	454	31.53	986	10	2	0	9	13	1096	0
SLA-000599	2/20/2026 18:36	2/21/2026 1:05	BUILDING_STRUCTURE	HIGH	MEDIUM	HIGH	Facilities	389	81.04	91	18	4	0	29	1	293	1
SLA-000600	8/11/2026 23:32	8/12/2026 7:55	HVAC_AC	LOW	LOW	LOW	Facilities	503	17.47	2377	23	1	0	19	8	3023	1
SLA-000601	6/3/2026 16:08	6/4/2026 0:50	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	522	36.25	918	16	2	0	12	12	1191	1
SLA-000602	5/24/2026 2:05	5/24/2026 7:19	GROUNDS_OUTDOOR	HIGH	MEDIUM	HIGH	Grounds Team	314	65.42	166	2	6	1	24	8	561	1
SLA-000603	5/9/2026 13:48	5/9/2026 17:27	AV_CLASSROOM_EQUIPMENT	HIGH	LOW	MEDIUM	AV Support	219	15.21	1221	13	5	1	22	4	1679	1
SLA-000604	1/5/2026 19:19	1/5/2026 19:50	GROUNDS_OUTDOOR	LOW	HIGH	MEDIUM	Grounds Team	31	2.15	1409	19	0	0	9	6	933	0
SLA-000605	7/24/2026 2:08	7/24/2026 5:39	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	211	14.65	1229	2	4	0	13	11	442	0
SLA-000606	6/25/2026 5:26	6/25/2026 9:12	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	226	47.08	254	5	3	0	11	6	413	1
SLA-000607	3/20/2026 20:57	3/21/2026 3:43	OTHER	HIGH	MEDIUM	HIGH	General Maintenance	406	84.58	74	20	4	0	8	2	104	1
SLA-000608	1/22/2026 10:48	1/22/2026 22:16	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	688	23.89	2192	10	3	0	29	6	1900	1
SLA-000609	8/10/2026 5:24	8/10/2026 10:44	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	320	11.11	2560	5	0	0	5	4	3395	0
SLA-000610	2/6/2026 6:34	2/6/2026 8:03	SAFETY_HAZARD	HIGH	MEDIUM	HIGH	Safety Team	89	18.54	391	6	4	0	25	3	280	1
SLA-000611	7/27/2026 17:13	7/27/2026 20:25	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	192	13.33	1248	17	0	0	29	8	431	1
SLA-000612	3/20/2026 21:42	3/21/2026 4:25	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	403	27.99	1037	21	4	0	25	1	529	1
SLA-000613	4/1/2026 14:39	4/1/2026 17:28	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	169	5.87	2711	14	2	0	22	11	1399	1
SLA-000614	8/15/2026 13:58	8/15/2026 16:17	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	139	9.65	1301	13	5	1	15	4	432	0
SLA-000615	1/24/2026 0:14	1/24/2026 2:10	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	116	4.03	2764	0	5	1	27	9	2248	1
SLA-000616	3/4/2026 23:45	3/5/2026 2:05	AV_CLASSROOM_EQUIPMENT	MEDIUM	LOW	LOW	AV Support	140	4.86	2740	23	2	0	11	6	2808	0
SLA-000617	8/7/2026 0:47	8/7/2026 7:48	IT_NETWORK_ACCOUNTS	LOW	HIGH	MEDIUM	IT Support	421	29.24	1019	0	4	0	29	14	746	1
SLA-000618	1/28/2026 3:00	1/28/2026 9:24	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	384	80	96	3	2	0	28	5	254	1
SLA-000619	8/9/2026 3:29	8/9/2026 5:37	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	128	4.44	2752	3	6	1	30	6	3420	1
SLA-000620	4/4/2026 21:17	4/4/2026 21:46	IT_HARDWARE_PRINTING	MEDIUM	MEDIUM	MEDIUM	IT Support	29	2.01	1411	21	5	1	24	12	292	0
SLA-000621	7/21/2026 10:01	7/21/2026 12:36	PLUMBING_WATER	MEDIUM	HIGH	HIGH	Facilities	155	32.29	325	10	1	0	19	9	227	0
SLA-000622	4/18/2026 20:29	4/19/2026 1:08	ELECTRICAL	MEDIUM	HIGH	HIGH	Facilities	279	58.13	201	20	5	1	3	6	531	1
SLA-000623	8/15/2026 10:10	8/15/2026 12:45	ELECTRICAL	HIGH	MEDIUM	HIGH	Facilities	155	32.29	325	10	5	1	2	14	275	0
SLA-000624	7/14/2026 21:27	7/14/2026 22:54	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	87	18.12	393	21	1	0	10	10	229	1
SLA-000625	5/17/2026 18:59	5/17/2026 20:44	CLEANING_WASTE	MEDIUM	MEDIUM	MEDIUM	Cleaning Services	105	7.29	1335	18	6	1	4	6	1680	0
SLA-000626	3/16/2026 21:42	3/16/2026 22:18	CLEANING_WASTE	MEDIUM	HIGH	HIGH	Cleaning Services	36	7.5	444	21	0	0	22	1	342	0
SLA-000627	5/21/2026 19:30	5/22/2026 3:01	PLUMBING_WATER	LOW	MEDIUM	LOW	Facilities	451	15.66	2429	19	3	0	12	14	1369	0
SLA-000628	7/8/2026 23:40	7/9/2026 6:41	ELECTRICAL	MEDIUM	MEDIUM	MEDIUM	Facilities	421	29.24	1019	23	2	0	7	6	1403	0
SLA-000629	3/8/2026 2:41	3/8/2026 3:38	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	57	11.88	423	2	6	1	9	6	530	1
SLA-000630	2/28/2026 16:26	3/1/2026 0:16	OTHER	LOW	HIGH	MEDIUM	General Maintenance	470	32.64	970	16	5	1	5	4	1378	0
SLA-000631	5/20/2026 1:24	5/20/2026 1:53	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	29	2.01	1411	1	2	0	9	1	647	0
SLA-000632	5/21/2026 0:40	5/21/2026 5:42	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	302	20.97	1138	0	3	0	17	2	709	0
SLA-000633	8/3/2026 9:47	8/3/2026 12:40	BUILDING_STRUCTURE	MEDIUM	LOW	LOW	Facilities	173	6.01	2707	9	0	0	8	9	1111	0
SLA-000634	3/20/2026 9:07	3/20/2026 19:28	HVAC_AC	LOW	LOW	LOW	Facilities	621	21.56	2259	9	4	0	7	7	3305	1
SLA-000635	7/17/2026 14:58	7/17/2026 21:13	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	375	78.12	105	14	4	0	4	7	413	1
SLA-000636	7/2/2026 21:07	7/3/2026 3:13	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	366	76.25	114	21	3	0	21	15	238	1
SLA-000637	1/6/2026 9:49	1/6/2026 13:20	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	211	14.65	1229	9	1	0	21	3	1617	1
SLA-000638	6/22/2026 21:00	6/23/2026 7:26	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	626	21.74	2254	21	0	0	26	9	2690	1
SLA-000639	7/9/2026 5:06	7/9/2026 12:28	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	442	92.08	38	5	3	0	28	4	331	1
SLA-000640	8/16/2026 2:12	8/16/2026 12:28	ELEVATOR	MEDIUM	LOW	LOW	Facilities	616	21.39	2264	2	6	1	8	3	1507	0
SLA-000641	2/13/2026 11:00	2/13/2026 20:30	PLUMBING_WATER	MEDIUM	MEDIUM	MEDIUM	Facilities	570	39.58	870	11	4	0	16	9	923	0
SLA-000642	1/1/2026 16:51	1/2/2026 2:35	OTHER	MEDIUM	MEDIUM	MEDIUM	General Maintenance	584	40.56	856	16	3	0	5	6	468	0
SLA-000643	7/18/2026 19:17	7/18/2026 21:48	FURNITURE_FIXTURES	MEDIUM	MEDIUM	MEDIUM	Facilities	151	10.49	1289	19	5	1	21	8	1696	1
SLA-000644	1/11/2026 14:35	1/11/2026 19:20	BUILDING_STRUCTURE	LOW	LOW	LOW	Facilities	285	9.9	2595	14	6	1	11	10	3082	1
SLA-000645	2/28/2026 16:24	2/28/2026 18:30	CLEANING_WASTE	LOW	LOW	LOW	Cleaning Services	126	4.38	2754	16	5	1	20	15	1828	1
SLA-000646	5/23/2026 13:17	5/23/2026 19:22	HVAC_AC	LOW	LOW	LOW	Facilities	365	12.67	2515	13	5	1	3	6	2498	0
SLA-000647	2/14/2026 19:53	2/15/2026 1:43	BUILDING_STRUCTURE	HIGH	HIGH	CRITICAL	Facilities	350	72.92	130	19	5	1	22	5	281	0
SLA-000648	1/3/2026 16:33	1/3/2026 18:40	OTHER	MEDIUM	HIGH	HIGH	General Maintenance	127	26.46	353	16	5	1	27	11	359	1
SLA-000649	8/14/2026 10:11	8/14/2026 21:42	OTHER	LOW	LOW	LOW	General Maintenance	691	23.99	2189	10	4	0	10	2	3125	0
SLA-000650	5/12/2026 20:45	5/13/2026 1:19	AV_CLASSROOM_EQUIPMENT	MEDIUM	HIGH	HIGH	AV Support	274	57.08	206	20	1	0	18	14	184	1
SLA-000651	8/16/2026 9:34	8/16/2026 18:34	ELEVATOR	HIGH	LOW	MEDIUM	Facilities	540	37.5	900	9	6	1	25	10	1021	1
SLA-000652	3/8/2026 6:42	3/8/2026 10:03	ELEVATOR	HIGH	HIGH	CRITICAL	Facilities	201	41.88	279	6	6	1	20	9	277	1
SLA-000653	4/28/2026 0:27	4/28/2026 5:43	HVAC_AC	LOW	HIGH	MEDIUM	Facilities	316	21.94	1124	0	1	0	23	14	652	1
SLA-000654	7/25/2026 1:34	7/25/2026 8:40	AV_CLASSROOM_EQUIPMENT	MEDIUM	MEDIUM	MEDIUM	AV Support	426	29.58	1014	1	5	1	14	7	796	0
SLA-000655	3/20/2026 11:07	3/20/2026 12:36	SAFETY_HAZARD	HIGH	HIGH	CRITICAL	Safety Team	89	18.54	391	11	4	0	6	1	97	0
SLA-000656	5/10/2026 15:19	5/10/2026 23:42	IT_HARDWARE_PRINTING	MEDIUM	LOW	LOW	IT Support	503	17.47	2377	15	6	1	25	13	1349	1
SLA-000657	2/15/2026 23:17	2/16/2026 0:08	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	51	10.62	429	23	6	1	28	11	449	1
SLA-000658	6/30/2026 21:17	7/1/2026 2:21	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	304	21.11	1136	21	1	0	26	15	392	1
SLA-000659	7/8/2026 1:22	7/8/2026 5:15	IT_NETWORK_ACCOUNTS	HIGH	HIGH	CRITICAL	IT Support	233	48.54	247	1	2	0	21	1	161	0
SLA-000660	1/8/2026 5:32	1/8/2026 11:28	BUILDING_STRUCTURE	LOW	HIGH	MEDIUM	Facilities	356	24.72	1084	5	3	0	7	2	1376	0
SLA-000661	8/21/2026 13:06	8/21/2026 17:21	HVAC_AC	MEDIUM	HIGH	HIGH	Facilities	255	53.12	225	13	4	0	12	3	324	0
SLA-000662	2/2/2026 17:20	2/2/2026 17:35	PLUMBING_WATER	LOW	HIGH	MEDIUM	Facilities	15	1.04	1425	17	0	0	24	11	1436	1
SLA-000663	6/23/2026 14:14	6/23/2026 15:57	OTHER	MEDIUM	LOW	LOW	General Maintenance	103	3.58	2777	14	1	0	18	8	3326	1
SLA-000664	8/8/2026 20:17	8/9/2026 4:40	PLUMBING_WATER	MEDIUM	MEDIUM	MEDIUM	Facilities	503	34.93	937	20	5	1	1	13	835	0
SLA-000665	8/22/2026 1:35	8/22/2026 4:47	OTHER	LOW	LOW	LOW	General Maintenance	192	6.67	2688	1	5	1	21	10	1512	1
SLA-000666	3/8/2026 9:40	3/8/2026 14:21	IT_HARDWARE_PRINTING	HIGH	LOW	MEDIUM	IT Support	281	19.51	1159	9	6	1	20	0	569	0
SLA-000667	2/11/2026 16:42	2/11/2026 20:51	OTHER	LOW	MEDIUM	LOW	General Maintenance	249	8.65	2631	16	2	0	29	0	2681	1
SLA-000668	8/14/2026 22:05	8/15/2026 1:05	HVAC_AC	HIGH	HIGH	CRITICAL	Facilities	180	37.5	300	22	4	0	20	3	276	0
SLA-000669	7/20/2026 10:26	7/20/2026 20:19	OTHER	LOW	MEDIUM	LOW	General Maintenance	593	20.59	2287	10	0	0	13	0	3391	0
SLA-000670	5/20/2026 14:21	5/20/2026 21:08	IT_HARDWARE_PRINTING	LOW	LOW	LOW	IT Support	407	14.13	2473	14	2	0	25	14	625	1
SLA-000671	1/22/2026 19:31	1/23/2026 2:55	FURNITURE_FIXTURES	LOW	LOW	LOW	Facilities	444	15.42	2436	19	3	0	9	0	2029	0
SLA-000672	4/18/2026 0:17	4/18/2026 5:19	CLEANING_WASTE	MEDIUM	LOW	LOW	Cleaning Services	302	10.49	2578	0	5	1	1	14	3116	1
SLA-000673	3/11/2026 20:19	3/12/2026 2:02	ELECTRICAL	LOW	LOW	LOW	Facilities	343	11.91	2537	20	2	0	7	3	2437	0
SLA-000674	5/11/2026 10:55	5/11/2026 13:50	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	175	12.15	1265	10	0	0	4	9	1621	0
SLA-000675	2/7/2026 20:37	2/7/2026 23:13	ELECTRICAL	LOW	HIGH	MEDIUM	Facilities	156	10.83	1284	20	5	1	13	4	1075	0
SLA-000676	7/15/2026 10:33	7/15/2026 14:17	GROUNDS_OUTDOOR	MEDIUM	LOW	LOW	Grounds Team	224	7.78	2656	10	2	0	27	13	2626	1
SLA-000677	8/11/2026 9:11	8/11/2026 14:00	FURNITURE_FIXTURES	HIGH	LOW	MEDIUM	Facilities	289	20.07	1151	9	1	0	10	12	1333	1
SLA-000678	8/14/2026 13:21	8/14/2026 19:59	IT_NETWORK_ACCOUNTS	LOW	LOW	LOW	IT Support	398	13.82	2482	13	4	0	15	13	1929	1
SLA-000679	4/4/2026 11:42	4/4/2026 23:00	AV_CLASSROOM_EQUIPMENT	LOW	HIGH	MEDIUM	AV Support	678	47.08	762	11	5	1	24	8	1551	1
SLA-000680	4/2/2026 4:26	4/2/2026 9:46	BUILDING_STRUCTURE	MEDIUM	HIGH	HIGH	Facilities	320	66.67	160	4	3	0	20	1	472	1
SLA-000681	8/27/2026 16:55	8/27/2026 20:27	IT_NETWORK_ACCOUNTS	MEDIUM	HIGH	HIGH	IT Support	212	44.17	268	16	3	0	26	10	567	1
SLA-000682	1/28/2026 18:20	1/29/2026 3:14	SAFETY_HAZARD	MEDIUM	LOW	LOW	Safety Team	534	18.54	2346	18	2	0	7	14	2249	1
SLA-000683	8/7/2026 15:08	8/8/2026 0:35	IT_NETWORK_ACCOUNTS	MEDIUM	MEDIUM	MEDIUM	IT Support	567	39.38	873	15	4	0	3	7	1256	0
SLA-000684	4/11/2026 21:50	4/12/2026 2:24	IT_HARDWARE_PRINTING	HIGH	LOW	MEDIUM	IT Support	274	19.03	1166	21	5	1	8	10	759	0
SLA-000685	1/24/2026 9:51	1/24/2026 14:54	FURNITURE_FIXTURES	MEDIUM	HIGH	HIGH	Facilities	303	63.12	177	9	5	1	21	10	134	1
SLA-000686	2/18/2026 0:10	2/18/2026 3:50	ELEVATOR	HIGH	MEDIUM	HIGH	Facilities	220	45.83	260	0	2	0	11	4	132	0
SLA-000687	1/1/2026 1:22	1/1/2026 1:40	HVAC_AC	HIGH	MEDIUM	HIGH	Facilities	18	3.75	462	1	3	0	17	15	424	1
SLA-000688	6/12/2026 3:04	6/12/2026 6:08	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	184	6.39	2696	3	4	0	5	5	2652	0
SLA-000689	1/29/2026 11:10	1/29/2026 16:10	FURNITURE_FIXTURES	LOW	LOW	LOW	Facilities	300	10.42	2580	11	3	0	18	7	2030	0
SLA-000690	3/15/2026 2:47	3/15/2026 4:15	CLEANING_WASTE	HIGH	HIGH	CRITICAL	Cleaning Services	88	18.33	392	2	6	1	14	13	537	1
SLA-000691	6/14/2026 7:34	6/14/2026 9:55	SAFETY_HAZARD	MEDIUM	HIGH	HIGH	Safety Team	141	29.38	339	7	6	1	2	3	100	0
SLA-000692	4/26/2026 22:14	4/27/2026 8:23	GROUNDS_OUTDOOR	LOW	LOW	LOW	Grounds Team	609	21.15	2271	22	6	1	7	6	1928	0
SLA-000693	7/29/2026 4:57	7/29/2026 9:52	IT_HARDWARE_PRINTING	LOW	HIGH	MEDIUM	IT Support	295	20.49	1145	4	2	0	1	0	1301	0
SLA-000694	8/15/2026 18:05	8/16/2026 3:14	FURNITURE_FIXTURES	LOW	HIGH	MEDIUM	Facilities	549	38.12	891	18	5	1	17	2	501	0
SLA-000695	6/9/2026 22:04	6/10/2026 4:45	AV_CLASSROOM_EQUIPMENT	HIGH	LOW	MEDIUM	AV Support	401	27.85	1039	22	1	0	27	1	951	1
SLA-000696	1/17/2026 9:53	1/17/2026 14:25	HVAC_AC	MEDIUM	MEDIUM	MEDIUM	Facilities	272	18.89	1168	9	5	1	4	11	745	0
SLA-000697	4/1/2026 20:49	4/1/2026 23:18	BUILDING_STRUCTURE	MEDIUM	MEDIUM	MEDIUM	Facilities	149	10.35	1291	20	2	0	26	11	843	1
SLA-000698	1/3/2026 18:13	1/3/2026 19:58	FURNITURE_FIXTURES	HIGH	MEDIUM	HIGH	Facilities	105	21.88	375	18	5	1	17	15	205	1
SLA-000699	2/12/2026 4:28	2/12/2026 11:35	ELECTRICAL	MEDIUM	LOW	LOW	Facilities	427	14.83	2453	4	3	0	27	13	1312	1
